current_action,actual_next_action,top1_hit,top3_hit,train_probability
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
demander un renvoi par mail d'échéancier,Contactez nous : via message (Mes garanties),0,0,0.008064516129032258
Signature électronique d'un mandat sepa,Changement de Mot de passe,0,0,0.007137192704203013
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,envoi d'une demande de résiliation,0,0,0.00105736188210415
Connexion,Déconnexion,0,0,0.007272293752980448
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion en tant que,Télécharger le certificat d'adhésion,0,0,0.009086778736937756
Connexion,Déconnexion,0,0,0.007272293752980448
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Envoi d'une réclamation,Téléchargement carte TP,0,0,0.0
Téléchargement carte TP,Envoi d'une réclamation,0,0,0.0
Envoi d'une réclamation,Téléchargement carte TP,0,0,0.0
Téléchargement carte TP,Envoi d'une réclamation,0,0,0.0
Envoi d'une réclamation,Téléchargement carte TP,0,0,0.0
Téléchargement carte TP,Envoi d'une réclamation,0,0,0.0
Envoi d'une réclamation,Téléchargement carte TP,0,0,0.0
Téléchargement carte TP,Envoi d'une réclamation,0,0,0.0
Connexion en tant que,SSO Disconnect,0,0,0.016810540663334848
Changer ses informations personnel,Signature électronique d'un mandat sepa,0,0,0.014166666666666666
Signature électronique d'un mandat sepa,Changer ses informations personnel,0,0,0.015331747290510176
envoi d'une demande de résiliation,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.00423728813559322
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Validation MFA,Contactez nous : via message (Mes cotisations),0,0,0.005019393109742185
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi carte TP par mail,Ajout de la carte tiers payant dans le wallet,0,0,0.014084507042253521
Envoi carte TP par mail,Ajout de la carte tiers payant dans le wallet,0,0,0.014084507042253521
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Télécharger un décompte,Changement de Mot de passe,0,0,0.013450834879406308
Changer ses informations personnel,Renvoi carte TP papier,0,0,0.005555555555555556
Envoi carte TP par mail,Ouverture d'un document contractuel,0,0,0.018779342723004695
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Changement de Mot de passe,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0075046904315197
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Exporter remboursement,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0011251758087201125
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Envoi d'une réclamation,Contactez nous : via message (Mes cotisations),0,0,0.0022471910112359553
Changer ses informations personnel,Signature électronique d'un mandat sepa,0,0,0.014166666666666666
Signature électronique d'un mandat sepa,Changer ses informations personnel,0,0,0.015331747290510176
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion SSO,Contactez nous : via message (Mes garanties),0,0,0.006364562118126273
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Envoi d'un document,0,0,0.019427402862985686
Changement de Mot de passe,Ajout de la carte tiers payant dans le wallet,0,0,0.0
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Exporter remboursement,Envoi carte TP par mail,0,0,0.002531645569620253
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
envoi d'une demande de résiliation,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.00423728813559322
Connexion,Contactez nous : via message (Mes cotisations),0,0,0.002384358607534573
Connexion en tant que,Envoi d'une réclamation,0,0,0.005906406179009541
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.008837525492861998
Changement de Mot de passe,Partager un justificatif du PACS,0,0,0.017510944340212633
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,Télécharger le certificat d'adhésion,0,0,0.00105736188210415
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Connexion SSO,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.007892057026476579
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Envoi carte TP par mail,Ajout de la carte tiers payant dans le wallet,0,0,0.014084507042253521
Envoi d'un document,Renvoi carte TP papier,0,0,0.010260168559912056
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008702908917501192
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Connexion,Contactez nous : via message (Mes remboursements),0,0,0.004291845493562232
Contactez nous : via message (Mes remboursements),Partager un justificatif du PACS,0,0,0.010309278350515464
Partager un justificatif du PACS,Contactez nous : via message (Mes remboursements),0,0,0.0013596193065941536
Contactez nous : via message (Mes remboursements),Partager un justificatif du PACS,0,0,0.010309278350515464
Partager un justificatif du PACS,Contactez nous : via message (Mes remboursements),0,0,0.0013596193065941536
Contactez nous : via message (Mes remboursements),Partager un justificatif du PACS,0,0,0.010309278350515464
Partager un justificatif du PACS,Contactez nous : via message (Mes remboursements),0,0,0.0013596193065941536
Contactez nous : via message (Mes remboursements),Partager un justificatif du PACS,0,0,0.010309278350515464
Partager un justificatif du PACS,Contactez nous : via message (Mes remboursements),0,0,0.0013596193065941536
Contactez nous : via message (Mes remboursements),Partager un justificatif du PACS,0,0,0.010309278350515464
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
Exporter remboursement,Envoi carte TP par mail,0,0,0.002531645569620253
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Partager un justificatif du PACS,Changer les coordonnées bancaire,0,0,0.01563562202583277
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Envoi carte TP par mail,Changer ses informations personnel,0,0,0.008215962441314555
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Envoi d'un document,Renvoi carte TP papier,0,0,0.010260168559912056
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion,Contactez nous : via message (Mes cotisations),0,0,0.002384358607534573
Connexion SSO,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.007892057026476579
Envoi d'une réclamation,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.015730337078651686
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Télécharger le certificat d'adhésion,Envoi d'une réclamation,0,0,0.014285714285714285
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
demander un renvoi par mail d'échéancier,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.0020161290322580645
Envoi d'un document,envoi d'une demande de résiliation,0,0,0.004397215097105167
envoi d'une demande de résiliation,Contactez nous : via message (Mes remboursements),0,0,0.01694915254237288
Connexion SSO,Contactez nous : via message (Mes prises en charge/devis),0,0,0.004837067209775967
Contactez nous : via message (Mes prises en charge/devis),Renvoi carte TP papier,0,0,0.006024096385542169
Renvoi carte TP papier,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0018450184501845018
Contactez nous : via message (Mes prises en charge/devis),Renvoi carte TP papier,0,0,0.006024096385542169
Renvoi carte TP papier,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0018450184501845018
Contactez nous : via message (Mes prises en charge/devis),Renvoi carte TP papier,0,0,0.006024096385542169
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Ouverture d'un document contractuel,Télécharger le certificat d'adhésion,0,0,0.01297016861219196
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Envoi d'un document,Téléchargement carte TP,0,0,0.005496518871381458
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0
Ouverture d'un document contractuel,Envoi d'une réclamation,0,0,0.005620406398616515
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Changement de Mot de passe,Changer les coordonnées bancaire,0,0,0.016885553470919325
Télécharger le certificat d'adhésion,envoi d'une demande de résiliation,0,0,0.0033613445378151263
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,Télécharger un décompte,0,0,0.003965107057890563
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Ouverture d'un document contractuel,0,0,0.014314928425357873
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Connexion en tant que,envoi d'une demande de résiliation,0,0,0.004543389368468878
envoi d'une demande de résiliation,Changement de Mot de passe,0,0,0.00423728813559322
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
Changer l'organisme de rattachement sécu. Social,Partager un justificatif du PACS,0,0,0.010038240917782026
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Partager un justificatif du PACS,envoi d'une demande de résiliation,0,0,0.003399048266485384
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Changer les coordonnées bancaire,Changement de Mot de passe,0,0,0.014933333333333333
Changer les coordonnées bancaire,Renvoi carte TP papier,0,0,0.0037333333333333333
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Connexion en tant que,SSO Disconnect,0,0,0.016810540663334848
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Ouverture d'un document contractuel,Téléchargement de la carte de tiers payant,0,0,0.016428880242109815
